blur_score,moire_score,ear,blink_count,hnr_score,hf_score,mfcc_variance,spectral_score,label
0.35309253189914547,0.13986890656175388,0.277906833833785,0.0,0.2719362481641169,0.08248362642210431,0.19236691999592312,0.44082596960985515,0
0.8645375949585148,0.9597523314462422,0.218655724179369,1.0,0.9324749006572297,0.9800799589590565,0.9746875206802922,0.8508262151209273,1
0.8099651365087641,0.9027862456144348,0.2480758496022102,2.0,0.9426605508044407,0.6978124325967608,0.8497227893032638,1.0,1
0.18897725273445753,0.29301199976695047,0.27623433378508994,0.0,0.15758866965468765,0.21858291987421752,0.20988594450110198,0.1943877773948525,0
0.5629629289688562,0.4324011390156589,0.27529928500411305,0.0,0.7633212327110945,0.06609216263731518,0.0,0.4338876026786454,0
1.0,0.9514577818662822,0.22588976296090807,0.0,0.8928790639938724,0.7222553536106551,0.9707623280983564,1.0,1
0.5486624449690339,0.10673459707501985,0.27242569225247215,0.0,0.6045025587392032,0.04122340950288405,0.30610866281588633,0.19347322944453038,0
0.7927989878419667,0.7980937732411073,0.21115955572837283,2.0,0.8224297807079133,0.8345886408990079,0.6921489998477894,0.859261863261819,1
0.3753020276341241,0.1213575885635182,0.2630143028937707,0.0,0.26403445800775527,0.0,0.2707542350934169,0.4376773861425619,0
0.33737194044641367,0.049171997822705454,0.2831364036740782,0.0,0.31960580558860746,0.2766239860299406,0.1274756323362215,0.0,0
0.7086051603697978,0.0,0.2816548939312256,0.0,0.17905473898046506,0.02459575083324525,0.3288880002051845,0.36365310751204094,0
0.08318590301915416,0.13909990041372616,0.27782314340498876,0.0,0.608769088434534,0.0,0.062242361993533335,0.4098859014871527,0
0.7765412866624853,0.9188650246522426,0.26039465427693975,5.0,0.902883130181302,0.5960049823184956,0.6767795706455525,0.7905635202449857,1
0.2032025767438242,0.26900815121696664,0.27423398223257034,0.0,0.39194942031583435,0.027043698426238383,0.21240418077720216,0.21567828293777608,0
0.4046079265927116,0.34358507116230286,0.28602964103441264,0.0,0.3431419778893323,0.2009955496707081,0.30474969148759906,0.3366946237423134,0
0.6012431085399108,0.9571877021603464,0.27550665226340476,1.0,0.7029091242812402,0.9175479686467495,0.8676337062818773,0.9161781912601258,1
0.9179440120721287,0.9691079495518764,0.23904035346063673,4.0,0.779727198408736,0.9758325176394995,0.8445625177236253,0.6808925927435335,1
0.26060187035713694,0.43824412280824165,0.27160460762899336,0.0,0.14063323056640542,0.0,0.298404145290448,0.0020937293239405297,0
0.13761566817840137,0.1056414902962393,0.28101033487982796,0.0,0.5932081596114726,0.12306973183344347,0.17049726478858426,0.15020538054599092,0
0.8856398794323472,0.9579664901682124,0.20997923515245387,2.0,0.9049315644558228,0.883463032271755,0.9571776697197736,0.8741919290135949,1
0.7965288230294757,0.9054697397302447,0.3221024675571482,0.0,0.77419146733128,0.5739562893604785,0.5737718218469108,1.0,1
0.26965324831589843,0.4380991481165326,0.2889520523501863,0.0,0.4770938951696487,0.07580484753422169,0.09432905516367754,0.46111609490614536,0
0.8328751109659684,0.8575077815267604,0.2571636747707954,1.0,1.0,0.6323012071415405,0.9178718013945214,0.9770250447971067,1
0.543539628838283,0.1740224240905739,0.2844162864841892,0.0,0.3849173638187601,0.15772483723755298,0.3113272312739393,0.12587579537482302,0
0.8588317206484577,0.9229590039614218,0.2652397398073763,0.0,0.9181690689903804,0.916668087582263,0.8024473402528666,0.8932770437849014,1
0.9142822814515021,0.9240504615868357,0.25603297140144904,0.0,0.935064766778225,0.9420487001013752,0.796546271833025,0.9136137740131287,1
0.8595157025436914,0.970467372009279,0.2658907826307019,0.0,0.8069614523602984,0.6688868610956329,0.6462511529271856,0.8917139327464085,1
0.35223536139490186,0.13986272096838098,0.2811544263616428,0.0,0.3225501268042095,0.165965229877725,0.18118971244549487,0.42834184903826533,0
0.8791031947043048,0.8604762772277345,0.28316577798873954,0.0,0.7127625399700594,0.5818365802528389,0.7561987181730462,0.8718197619313276,1
0.6695530499495147,0.9923318498023833,0.26199063855257926,3.0,0.8437335476467437,0.7253046410036109,0.8499860054783643,0.7853599693282216,1
0.7559955513303016,0.8686516471106116,0.227934101722307,1.0,0.6581900399496208,0.6936975351153953,0.8727501937284843,0.8175716442321248,1
0.8117327383308782,0.884541393826568,0.22304596054626888,0.0,0.8844945001546285,0.6961062601845805,0.5785899362342418,0.7211934504961968,1
0.7290072841537414,0.1743880040752539,0.27160518408727213,0.0,0.31206000981283827,0.17968048330570655,0.11349903569891576,0.19016184614063525,0
0.4789354284876264,0.0,0.2932216714622113,0.0,0.28091535942479157,0.29050230835354185,0.1482653427060722,0.21570503251374148,0
0.5721352072215411,0.29179889478717325,0.2709731140617793,0.0,0.8070018218669579,0.14126650231818216,0.10651133072866305,0.45939315910198497,0
0.5003307006754201,0.09153030529741127,0.2999089463294421,0.0,0.06633102237825483,0.3042257840510792,0.09414317217434774,0.19962968210674004,0
0.3541673031667909,0.36364500117791293,0.2850865780427984,0.0,0.39673655753079545,0.0,0.3988820053783795,0.16353778555857387,0
0.18918525455320204,0.2597846098838011,0.2767989952364992,0.0,0.5317908269562073,0.05300174266699916,0.08791528464344303,0.6151209118311467,0
0.3781881196561839,0.4162707993523862,0.2827491271078751,0.0,0.39273681331681604,0.1351052480954679,0.28949874360948075,0.4772276306988263,0
0.39936250142718427,0.0,0.2675523312583082,0.0,0.4531865172636525,0.0512642634016034,0.22918800261163166,0.09967562690192039,0
0.882254491210319,0.867408194609892,0.23550440613101878,1.0,0.8751836750623618,0.6668943697293345,0.9490894635682479,0.8059539710214243,1
1.0,0.8744392161784408,0.21560963820943935,1.0,0.8079061114307715,0.5779954045003287,0.9075925371738164,0.6286757365836588,1
0.746974238162756,0.8958924410803716,0.2669652893689463,1.0,0.9352178884808018,0.37247901650866555,1.0,0.9199485299442913,1
0.18049485967310885,0.2967556783173496,0.28612240014906914,0.0,0.11167097069783732,0.01755146943464886,0.19560748670448783,0.0,0
0.7153206281931596,0.9355479984101746,0.26650156297073657,0.0,0.7029194918326732,0.8803246752118727,0.39165833886152834,0.7295131398269384,1
0.2603031082969878,0.3838205817971704,0.26235551827769443,0.0,0.34401509153559856,0.39790549638013883,0.1958119945034931,0.10002094155037994,0
0.7891239851543143,0.9773752600665031,0.2535874110524246,0.0,0.7900633506159681,0.8991743953317854,0.911585251532044,1.0,1
0.32205350371693137,0.16220402192622657,0.27940632548768596,0.0,0.8181059803943226,0.0,0.18490633831560072,0.4568112076500714,0
0.24188030453137335,0.09535753240864155,0.2923993680728859,0.0,0.6281717973403228,0.0,0.1918289307858422,0.16712354170080623,0
0.25280601699078,0.3372400084822553,0.2764872796288936,0.0,0.08327841311596051,0.14615180463781133,0.203649993182616,0.10350237542014401,0
0.862834550926428,0.8859107695569747,0.2679978618998861,2.0,0.9695139179833436,0.4643119306279908,0.7782385106444553,0.9317908384095676,1
